,summary,Hazard,Causes,Impacts,Mitigation,Adaptation,Resilience,Vulnerability,word
zählen,7.3661072324163115,-0.15182870059879972,-0.11004850910970447,0.1546864416056385,0.002097213909177762,0.03412024995487235,-0.6065336533865836,-0.4723310093068796,zählen
region+en zähl+en,4.811464337110097,-0.23248709570191584,0.06950756605152066,0.10349306444549446,0.0024881318942314673,0.034136862871795626,-0.18064575149168818,-0.046443107411983986,region+en zähl+en
Mittelmeerraum,5.039990242548258,-0.2954289577761964,0.4924850160225349,-0.015824436697155865,-0.09900125352563235,-0.0768653742696961,-0.22704842379469953,-0.09284577971499539,Mittelmeerraum
zähl+en mittelmeer+raum,4.567974391417181,-0.19709467795306465,0.08297535365600264,0.08250984312597588,-0.000666973702500575,0.02146890555343592,-0.1287141439715677,0.005488500108136435,zähl+en mittelmeer+raum
+4687,4.413640177049907,-0.17631367155696015,0.08816564113803628,0.06976841577991395,-0.0016026485032990154,0.014748515026838055,-0.09434406366140419,0.03985858041830012,+4687
mittelmeer+raum +4687,4.413640177049907,-0.17631367155696015,0.08816564113803628,0.06976841577991395,-0.0016026485032990154,0.014748515026838055,-0.09434406366140419,0.03985858041830012,mittelmeer+raum +4687
chars,478.58270030454827,0.044902536684925665,-0.10830164985145352,0.15149385729671702,-0.1384694858406822,-0.08428607747702635,-0.7190878592338188,-1.2193155600711,chars
+4687 char+s,4.372796030594452,-0.1710690635512219,0.08912405665191768,0.06647782212862023,-0.001701786409936131,0.013166091360925149,-0.08504690615771586,0.049155737921988345,+4687 char+s
welche region+en,5.676042801008709,0.39757189484145306,-0.5074638685263773,-0.03458451202227181,-0.14312919447672126,-0.10300155107819693,-0.3458985776842001,-0.21169593360449596,welche region+en
betroffen,66.86714630184674,0.16509839135716967,-0.12349178608558195,0.1520715537253826,-0.1496191887058214,-0.21144958248462575,-2.8123520375583007,-2.6781493934785967,betroffen
region+en betreff+en,5.001822344222849,-0.2179849122125006,-0.3739009939679317,0.19156630676272338,0.05983568596964519,0.11364112546269346,-0.2194465925916608,-0.08524394851195669,region+en betreff+en
Milliarden,13.011727106955204,-0.4856204279716116,-0.5458770231928485,0.2531569759946008,0.22580348624457688,0.2130828840476764,-1.1754953136932813,-1.0412926696135771,Milliarden
wasser+knappheit milliarde+n,5.210022691015966,-0.19952710278801497,-0.3931518115827796,0.19437061680131096,0.05375761612480856,0.10939434629087588,-0.26022848875279275,-0.12602584467308853,wasser+knappheit milliarde+n
Liter,15.040878175562394,-0.8356095422915462,-0.9149053763173324,0.36004455233211796,0.12556397409853212,0.3963622401855675,-1.320415983865335,-1.186213339785631,Liter
milliarde+n liter,4.964428829908749,-0.1273937598374044,-0.33753277116648933,0.15966252435087802,0.03851454295874239,0.07975273615591344,-0.21194252930193153,-0.07773988522222737,milliarde+n liter
könnten,40.92489688577049,0.18840335057630384,-0.04184438293249291,0.11742489524427366,-0.15704260615664886,-0.25030408044708474,-2.3213828813794364,-2.1871802372997324,könnten
liter könn+ten,4.888151413031441,-0.09692995983631113,-0.317833564375972,0.1452219967008932,0.031426208009030385,0.06677133204137609,-0.1964584755845863,-0.06225583150488211,liter könn+ten
könn+ten bald,7.84446404037428,0.09881380209473735,-0.2321975915463143,0.1231126528495834,-0.05911181404884436,-0.08862905017580561,-0.6694523429401928,-0.5352496988604887,könn+ten bald
fehlen,6.162216481097689,0.1392368938274638,-0.29889559662171494,0.07872308286078349,-0.046206898282497536,-0.04325561153060879,-0.4280808089019669,-0.29387816482226276,fehlen
bald fehl+en,4.848536557664738,-0.049330316447921324,-0.29998153727356364,0.11587741397968168,0.028583927825821098,0.05895720609361569,-0.18832119644445394,-0.05411855236474979,bald fehl+en
Wie,112.95207960518248,-0.07581229410950452,-0.019412490717112502,0.15929586065340434,-0.09499518468537137,-0.013585612634633752,-3.336607932192614,-0.2427079960576569,Wie
fehl+en wie,4.924092887459601,-0.03762507350930316,-0.30984933600498593,0.09769199640360292,0.04147376681371408,0.07669771047391688,-0.20378435008809442,-0.0695817060083903,fehl+en wie
steht,51.30257941200818,-0.0930911754492027,-0.27416344338673565,0.14207961668193425,-0.0013663019184076322,0.16965392951049743,-2.547385309564138,-2.4131826654844337,steht
wie steh+t,11.350280425465295,-0.14272838107339372,-0.34751633840720836,0.13808268188141634,0.08437305199299314,0.1659852017198097,-1.0388867284272758,-0.9046840843475716,wie steh+t
weltweiten,11.347791205354234,0.08576854003299683,-0.41589646802167934,0.0757207115071344,0.03920640233223901,0.08467583868259715,-1.0386673952467727,-0.9044647511670684,weltweiten
steh+t weltweit+en,8.288114298571108,0.037490509000298926,-0.49889333475660597,0.04045800941619689,0.10178880029628,0.17899482145356765,-0.7244667539884214,-0.5902641099087171,steh+t weltweit+en
Wasserversorgung,82.12507262038959,0.16565124513805643,-1.127054198649667,-0.14844319303840137,0.2044190932379417,0.4365177431122603,-3.0178876387865494,-2.8836849947068455,Wasserversorgung
weltweit+en wasser+versorgung,10.597618215167294,0.09787472969629957,-0.7497245750179339,-0.05981735982946441,0.17721638081342764,0.30124157900269877,-0.9702735569032351,-0.8360709128235311,weltweit+en wasser+versorgung
Ein,114.73164850629207,0.09778662808163958,-0.2501909535037774,0.14683453162172772,-0.17880853526765755,-0.06587326443110385,0.053165799142895646,-3.2180375439159774,Ein
Forscherteam,7.718518828048697,0.007264044555588981,-0.4278071292167587,0.09107352627407765,0.06407571640382145,0.12101088031174724,-0.6532667616927863,-0.5190641176130822,Forscherteam
ein forscher+team,7.718518828048697,0.007264044555588981,-0.4278071292167587,0.09107352627407765,0.06407571640382145,0.12101088031174724,-0.6532667616927863,-0.5190641176130822,ein forscher+team
berechnet,7.444999449249584,-0.003964311370524687,-0.3670335523325083,0.10887459624807072,0.04398550655588154,0.08341772671620597,-0.617186869875717,-0.48298422579601297,berechnet
forscher+team berechn+et,7.444999449249584,-0.003964311370524687,-0.3670335523325083,0.10887459624807072,0.04398550655588154,0.08341772671620597,-0.617186869875717,-0.48298422579601297,forscher+team berechn+et
wann,8.642760458650377,-0.051749625931420906,-0.2329830810579148,0.02395861815849338,-0.06448299028825512,0.034821004457808696,1.195015699074918,-0.632163662952398,wann
berechn+et wann,7.354613015514607,-0.00910304325911803,-0.3312184663577377,0.11809258069509886,0.032279298034172725,0.06023645180508792,-0.6049720152270317,-0.4707693711473275,berechn+et wann
Weltregion,7.374036062718939,-0.013374132772912283,-0.2853235139447634,0.12877928255840482,0.017263493657898837,0.028839580338439474,-0.607609468038937,-0.473406823959233,Weltregion
wann welt+region,7.374036062718939,-0.013374132772912283,-0.2853235139447634,0.12877928255840482,0.017263493657898837,0.028839580338439474,-0.607609468038937,-0.473406823959233,wann welt+region
fast,33.788288266880485,0.045183545695983256,-0.2646747062770059,0.09353425436143097,0.040929052108689225,0.04915272598751558,-2.129758519179396,-1.9955558750996925,fast
welt+region fast,7.666368653663238,0.010123516850361579,-0.2534419297956919,0.13085657369159942,-0.0031670914787610446,-0.007626252534922873,-0.6464873329598423,-0.5122846888801381,welt+region fast
100-prozentigen,7.785458022084272,0.020187394575472264,-0.24807473867035912,0.13008703234793062,-0.009140081964170802,-0.01737331223927784,-0.6619019151931335,-0.5276992711134292,100-prozentigen
fast 100-prozentig+en,7.785458022084272,0.020187394575472264,-0.24807473867035912,0.13008703234793062,-0.009140081964170802,-0.01737331223927784,-0.6619019151931335,-0.5276992711134292,fast 100-prozentig+en
Wahrscheinlichkeit,15.222037404005452,0.15387666639726882,0.26829939101411737,-0.026573525244201,-0.1901619759407808,-0.2137312530005111,-1.3323884847911172,-1.198185840711413,Wahrscheinlichkeit
100-prozentig+en wahrscheinlichkeit,8.326020710809045,0.05352537929184888,-0.23251748498673527,0.12797269989478605,-0.02906766682286104,-0.04991770995140414,-0.7290299139713892,-0.5948272698916848,100-prozentig+en wahrscheinlichkeit
wahrscheinlichkeit stunde+-+null+-+dürre,11.21568082784333,0.11945597098802725,-0.22253106579901347,0.12446101604456744,-0.06350731734471214,-0.1043382668813614,-1.0269571507416269,-0.8927545066619228,wahrscheinlichkeit stunde+-+null+-+dürre
kommt,33.582629875093886,-0.049972552327399666,0.06206553405832792,0.11215176180652398,-0.0533594291883254,-0.038126953820220605,-2.1236532430075963,-1.9894505989278919,kommt
stunde+-+null+-+dürre komm+t,12.688965801005951,0.13539352549717898,-0.22513198340221727,0.12313386708386936,-0.0700826739120828,-0.11377330230063935,-1.1503770589581965,-1.0161744148784924,stunde+-+null+-+dürre komm+t
Demnach,9.535431392815099,0.11706891628690645,-0.015211152620847948,0.06718768245387596,-0.08628876661452052,-0.14122896046887617,-0.8646587588295315,-0.7304561147498273,Demnach
demnach könn+ten,6.377113221639241,0.051775155128407926,-0.18400242706254105,0.06808885072337915,0.007459087661456939,-0.012026899780235849,-0.46235979957818585,-0.32815715549848173,demnach könn+ten
könn+ten million+en,6.037842051645315,0.026258180422117777,-0.19265043436121565,0.061723002487299325,0.02811076283206483,0.019366202116407223,-0.4076909496063329,-0.2734883055266288,könn+ten million+en
schon,63.74757286695986,-0.0882548420285205,0.18061526695338553,0.12653781184414423,-0.1560131702316149,-0.11989942366824255,-2.764575388354239,0.5637038078693969,schon
mensch+en schon,5.666416324862471,-0.03619342835387208,-0.2266177588559471,0.04666679190196486,0.08066464235964214,0.0983083421331266,-0.344201154162411,-0.20999851008270692,mensch+en schon
schon bald,5.645955284117462,-0.061682915371238975,-0.24515339233973502,0.0409310518962422,0.10239511133469438,0.1304581284898955,-0.3405836875930426,-0.20638104351333844,schon bald
bald extrem+er,5.776831132648062,-0.09942827053144464,-0.2965562460106151,0.02485694015579274,0.1442452395513446,0.19352354444082823,-0.3634995631109005,-0.2292969190311963,bald extrem+er
Wasser…,9.128199922851698,-0.3470469895449019,-0.6067183745522997,-0.011346512169325439,0.3245347799189441,0.44905469667212555,-0.8210127921884548,-0.6868101481087507,Wasser…
extrem+er wasser…,6.5260056752828,-0.223079936116064,-0.4426508338488025,-0.003904549591043635,0.24641395441780364,0.33943157291992593,-0.4854393455282402,-0.35123670144853586,extrem+er wasser…
wasser… wie,5.682349616310967,-0.07776385464084289,-0.3229054123094796,0.005722675167848405,0.15102915447181206,0.20783039295222122,-0.34700908975645267,-0.21280644567674856,wasser… wie
Demna…,6.706673657419062,0.1159894045007436,-0.14234649044380204,0.06583808311828596,-0.04016481808622915,-0.09275321514421737,-0.5127473766372185,-0.37854473255751453,Demna…
+4096,6.0934530031604055,0.09727576035758763,-0.13850182183336146,0.0592546983945937,-0.02684904690740893,-0.07299212831850137,-0.41685919434900637,-0.28265655026930225,+4096
demna… +4096,6.0934530031604055,0.09727576035758763,-0.13850182183336146,0.0592546983945937,-0.02684904690740893,-0.07299212831850137,-0.41685919434900637,-0.28265655026930225,demna… +4096
+4096 chars,5.787003096045175,0.08655011655461874,-0.13619737294649234,0.055596039104167806,-0.01960702627922676,-0.062236936746201774,-0.3652588353072148,-0.23105619122751073,+4096 chars
Kampfmittelbeseitigung,2.583346772783043,0.32490148829185767,-0.050209720545121767,-0.2633364304777872,-0.062464664330649795,-0.09170669150687812,0.4412699652331308,0.575472609312835,Kampfmittelbeseitigung
Sachsen,23.709021868216677,0.40891933257563656,-0.36101721936282305,-0.1500399152431325,-0.14872058894737733,0.07501711949872945,-1.7754999229654502,-1.6412972788857458,Sachsen
kampf+mittel+beseitigung sachsen,2.609846380655221,0.3473930468076773,-0.060415325109775896,-0.27354203504244123,-0.07267026889530372,-0.10191229607153211,0.43106436066847664,0.5652670047481808,kampf+mittel+beseitigung sachsen
meldet,9.305803599928264,0.24103541668159123,-0.21375170150186978,0.05764381957423828,-0.10342475494276432,-0.1593486089302124,-0.8402825262440097,-0.7060798821643055,meldet
sachsen meld+et,2.620371799955605,0.3560642663246123,-0.06444017957884414,-0.2775668895115096,-0.07669512336437201,-0.10593715054060038,0.4270395061994082,0.5612421502791125,sachsen meld+et
signifikanten,2.6415374514034684,0.37307216127098575,-0.07248507909755293,-0.28561178903021855,-0.08474002288308088,-0.11398205005930934,0.41899460668069965,0.5531972507604036,signifikanten
meld+et signifikant+en,2.6415374514034684,0.37307216127098575,-0.07248507909755293,-0.28561178903021855,-0.08474002288308088,-0.11398205005930934,0.41899460668069965,0.5531972507604036,meld+et signifikant+en
Anstieg,2.8693971430006706,0.31999759892462437,-0.15522591649723003,-0.07905306872356718,-0.167480860282758,-0.19672288745898633,0.3362537692810225,0.4704564133607266,Anstieg
signifikant+en anstieg,2.667296222903859,0.3930342431906477,-0.08218927223120658,-0.29531598216387206,-0.09444421601673458,-0.12368624319296305,0.4092904135470458,0.54349305762675,signifikant+en anstieg
Bombenfunden,2.694495612963682,0.41328710355030385,-0.09233499373911,-0.3054617036717756,-0.10458993752463798,-0.13383196470086647,0.39914469203914227,0.5333473361188467,Bombenfunden
anstieg bombe+n+fund+en,2.694495612963682,0.41328710355030385,-0.09233499373911,-0.3054617036717756,-0.10458993752463798,-0.13383196470086647,0.39914469203914227,0.5333473361188467,anstieg bombe+n+fund+en
Wochenlang,4.29217331226599,0.5480385839409502,-0.2086232577657217,-0.2500270772425945,-0.2162399774595108,-0.2826200075453996,-0.06643748197310029,0.06776516210660379,Wochenlang
bombe+n+fund+en wochenlang,2.731776464597506,0.4397651757177062,-0.1060760806973138,-0.3192027906299793,-0.11833102448284187,-0.1475730516590702,0.38540360508093874,0.5196062491606428,bombe+n+fund+en wochenlang
führten,7.939088531572922,0.3714584115534662,-0.10054358982994126,-0.04389260019451179,-0.19293480379751282,-0.25914653830915924,-0.6814427518730497,-0.5472401077933454,führten
wochenlang führ+ten,3.2152504197695646,0.6897357064713576,-0.2690292092137382,-0.4821559191464036,-0.28128415299926585,-0.3105261801754943,0.22245047656451455,0.35665312064421856,wochenlang führ+ten
Flüsse,65.36403592386611,0.46627515203390396,-0.4732878541680985,-0.08376390015488225,-0.1649326303003625,-0.06224102041153678,-2.789616475502132,-2.655413831422428,Flüsse
führ+ten fluss+e,3.2859999502178465,0.7162871584142838,-0.29079496795918186,-0.5039216778918474,-0.30304991174470997,-0.33229193892093817,0.2006847178190705,0.33488736189877477,führ+ten fluss+e
Seen,31.37637241250275,-0.17440536210827026,-0.6065985405471108,0.3014474632762751,-0.024296763443214384,0.10722793142432675,-2.055699416442074,-1.9214967723623697,Seen
fluss+e see+n,6.706300521004952,0.2878509525165933,-0.358940842253797,0.06472535631501461,-0.17455364250863675,-0.1267326699313373,-0.5126917385051767,-0.3784890944254725,fluss+e see+n
see+n sachsen,3.2445222806946474,0.7009474536188681,-0.27809208576918737,-0.49121879570185273,-0.2903470295547153,-0.3195890567309436,0.21338760000906506,0.3475902440887694,see+n sachsen
Jahr,86.24742983238671,0.1276806897362594,-0.06983541096009549,0.046614209234568625,-0.16627718013051848,0.05691381888888331,-3.066864534138303,-2.932661890058599,Jahr
sachsen jahr,4.373181452516189,0.9755905538615729,-0.5766147288932679,-0.7897414388259333,-0.5888696726787959,-0.6181116998550242,-0.08513504311501535,0.049067600964688866,sachsen jahr
Niedrigwasser,329.8559764175603,1.2427393406470821,-1.2089802943254355,-1.395469521545698,-1.0731756947198083,-0.9996998370917545,-4.408300401812333,-4.274097757732629,Niedrigwasser
jahr niedrigwasser,5.282273699738109,1.0878602770112147,-0.7654805934701335,-0.978607303402799,-0.7777355372556616,-0.8069775644318898,-0.2740009076918811,-0.1397982636121769,jahr niedrigwasser
mehr,177.67689029971916,-0.06197675607762245,-0.19646664179442622,0.19600291053397212,-0.10778169367098521,0.012721986732963778,-0.5975922870972713,-3.6554083113789284,mehr
niedrigwasser mehr,5.5780460090808095,0.8229068826656536,-0.4337258653044853,-0.46117493967184603,-0.4409856127945714,-0.5103108265037812,-0.328482815198274,-0.19428017111856966,niedrigwasser mehr
Bombenfunde,3.308665857544274,0.7244113761104376,-0.297669007444627,-0.5107957173772926,-0.3099239512301549,-0.3391659784063833,0.19381067833362547,0.32801332241332953,Bombenfunde
mehr bombe+n+fund+e,3.308665857544274,0.7244113761104376,-0.297669007444627,-0.5107957173772926,-0.3099239512301549,-0.3391659784063833,0.19381067833362547,0.32801332241332953,mehr bombe+n+fund+e
brachte,6.626839251199809,0.7726104667859613,-0.9922519196586924,-0.2204282998109374,-0.2793271904740074,-0.5180087009285134,-0.5007722338804398,-0.3665695898007357,brachte
bombe+n+fund+e bring+e,3.34013085330259,0.7354011473244118,-0.3071339473505701,-0.5202606572832357,-0.31938889113609803,-0.34863091831232645,0.18434573842768237,0.31854838250738654,bombe+n+fund+e bring+e
Die,579.8449301578153,-0.013861888932050904,-0.11511718275181143,0.21362797100068687,-0.1668639662450239,-0.1344506781231945,-0.5577393336391171,-0.8389678042590165,Die
